ticker,company_title,cik,form,filing_date,accession,para_idx,para_text,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio,external_sent_ratio,finbert_neg,finbert_neu,finbert_pos
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,15,"Acquisitions, joint ventures, and strategic alliances may have an adverse effect on our business.
 We expect to continue making acquisitions and entering into joint ventures and strategic alliances as part of our long-term business strategy. 
For example
, in March 2021 we completed our acquisition of ZeniMax Media Inc. 
for $8.1 billion, and in March 2022 we completed our acquisition of Nuance Communications, Inc. for $18.8 billion. In January 2022 we announced a definitive agreement to acquire Activision Blizzard, Inc. for $68.7
 billion. These acquisitions and other transactions and arrangements involve significant challenges and risks, including that they do not advance our business strategy, that we get an unsatisfactory return on our investment, that they raise new compliance-related obligations and challenges, that we have difficulty integrating and retaining new employees, business systems, and technology, that they distract management from our other businesses, or that announced transactions may not be completed. If an arrangement fails to adequately anticipate changing circumstances and interests of a party, it may result in early termination or renegotiation of the arrangement. The success of these transactions and arrangements will depend in part on our ability to leverage them to enhance our existing products and services or develop compelling new ones, as well as acquired companies’ ability to meet our policies and processes in areas such as data governance, privacy, and cybersecurity. It may take longer than expected to realize the full benefits from these transactions and arrangements such as increased revenue or enhanced efficiencies, or the benefits may ultimately be smaller than we expected. These events could adversely affect our consolidated financial statements.",10,9,258,38.75968992248062,34.883720930232556,228,7,7,30.70175438596491,30.70175438596491,26,3,2,115.38461538461539,76.92307692307692,0.8181818181818182,0.0,0.01670108176767826,0.8345808386802673,0.14871810376644135
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,16,"If our goodwill or amortizable intangible assets become impaired, we may be required to record a significant charge to earnings.
 We acquire other companies and intangible assets and may not realize all the economic benefit from those acquisitions, which could cause an impairment of goodwill or intangibles. We review our amortizable intangible assets for impairment when events or changes in circumstances indicate the carrying value may not be recoverable. We test goodwill for impairment at least annually. Factors that may be a change in circumstances, indicating that the carrying value of our goodwill or amortizable intangible assets may not be recoverable, include a decline in our stock price and market capitalization, reduced future cash flow estimates, and slower growth rates in industry segments in which we participate. We 
have in the past recorded, and may in the future
 be required to record
,
 a significant charge 
in
 our consolidated financial statements during the period in which any impairment of our goodwill or amortizable intangible assets is determined, negatively affecting our results of operations.",8,13,168,47.61904761904762,77.38095238095238,150,8,12,53.333333333333336,80.0,16,0,1,0.0,62.5,0.6666666666666666,0.0,0.01780836470425129,0.8705050349235535,0.1116865873336792
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,17,"CYBERSECURITY, DATA PRIVACY, AND PLATFORM ABUSE RISKS",1,1,7,142.85714285714286,142.85714285714286,0,0,0,0.0,0.0,7,1,1,142.85714285714286,142.85714285714286,0.0,0.0,0.021426796913146973,0.3519172668457031,0.6266559362411499
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,18,"Cyberattacks and security vulnerabilities could lead to reduced revenue, increased costs, liability claims, or harm to our reputation or competitive position.",4,1,21,190.47619047619048,47.61904761904762,21,4,1,190.47619047619048,47.61904761904762,0,0,0,0.0,0.0,1.0,0.0,0.00986996479332447,0.9655466079711914,0.02458340860903263
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,19,Security of our information technology,0,0,5,0.0,0.0,5,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.050908684730529785,0.02261553704738617,0.9264757633209229
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,20,"Threats to IT security can take a variety of forms. Individual and groups of hackers and sophisticated organizations, including state-sponsored organizations or nation-states, continuously undertake attacks that pose threats to our customers and our IT. These actors may use a wide variety of methods, which may include developing and deploying malicious software or exploiting vulnerabilities or intentionally designed processes in hardware, software, or other infrastructure in order to attack our products and services or gain access to our networks and datacenters, using social engineering techniques to induce our employees, users, partners, or customers to disclose passwords or other sensitive information or take other actions to gain access to our data or our users’ or customers’ data, or acting in a coordinated manner to launch distributed denial of service or other coordinated attacks. Nation-state and state-sponsored actors can deploy significant resources to plan and carry out attacks. Nation-state attacks against us, our customers, or our partners may intensify during periods of intense diplomatic or armed conflict, such as the ongoing conflict in Ukraine. Inadequate account security or organizational security practices may also result in unauthorized access to confidential data. For example, system administrators may fail to timely remove employee account access when no longer appropriate. Employees or third parties may intentionally compromise our or our users’ security or systems or reveal confidential information. Malicious actors may employ the IT supply chain to introduce malware through software updates or compromised supplier accounts or hardware.",14,7,239,58.57740585774059,29.288702928870293,164,9,4,54.8780487804878,24.390243902439025,75,5,3,66.66666666666667,40.0,0.4444444444444444,0.1111111111111111,0.019144896417856216,0.6114541292190552,0.3694009780883789
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,21,"Cyberthreats are constantly evolving and becoming increasingly sophisticated and complex, increasing the difficulty of detecting and successfully defending against them. We may have no current capability to detect certain vulnerabilities or new attack methods, which may allow them to persist in the environment over long periods of time. Cyberthreats can have cascading impacts that unfold with increasing speed across our internal networks and systems and those of our partners and customers. Breaches of our facilities, network, or data security could disrupt the security of our systems and business applications, impair our ability to provide services to our customers and protect the privacy of their data, result in product development delays, compromise confidential or technical business information harming our reputation or competitive position, result in theft or misuse of our intellectual property or other assets, subject us to ransomware attacks, require us to allocate more resources to improve technologies or remediate the impacts of attacks, or otherwise adversely affect our business.",12,3,160,75.0,18.75,140,9,3,64.28571428571429,21.428571428571427,20,3,0,150.0,0.0,0.75,0.0,0.011257690377533436,0.9005834460258484,0.08815891295671463
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,22,"The cyberattacks uncovered in late 2020 known as “Solorigate” or “Nobelium” are an example of a supply chain attack where malware was introduced to a software provider’s customers, including us, through software updates. The attackers were later able to create false credentials that appeared legitimate to certain customers’ systems. We may be targets of further attacks similar to Solorigate/Nobelium as both a supplier and consumer of IT. With long-term attacks like these, customers may lack the log data necessary to investigate this type of activity, adding to the complexity of response and mitigating any impact.",6,3,92,65.21739130434783,32.608695652173914,48,3,1,62.5,20.833333333333332,44,3,2,68.18181818181819,45.45454545454545,0.5,0.5,0.03139270097017288,0.4406625032424927,0.527944803237915
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,23,"In addition, our internal IT environment continues to evolve. Often, we are early adopters of new devices and technologies. We embrace new ways of sharing data and communicating internally and with partners and customers using methods such as social networking and other consumer-oriented technologies. Our business policies and internal security controls may not keep pace with these changes as new threats emerge, or emerging cybersecurity regulations in jurisdictions worldwide.",1,1,69,14.492753623188406,14.492753623188406,69,1,1,14.492753623188406,14.492753623188406,0,0,0,0.0,0.0,1.0,0.0,0.18032081425189972,0.0449785478413105,0.7747006416320801
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,24,"Security of our products, services, devices, and customers’ data",0,0,9,0.0,0.0,9,0,0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.04638952761888504,0.01800697110593319,0.9356034994125366
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,25,"The security of our products and services is important in our customers’ decisions to purchase or use our products or services across cloud and on-premises environments. Security threats are a significant challenge to companies like us whose business is providing technology products and services to others. Threats to our own IT infrastructure can also affect our customers. Customers using our cloud-based services rely on the security of our infrastructure, including hardware and other elements provided by third parties, to ensure the reliability of our services and the protection of their data. Adversaries tend to focus their efforts on the most popular operating systems, programs, and services, including many of ours, and we expect that to continue. In addition, adversaries can attack our customers’ on-premises or cloud environments, sometimes exploiting previously unknown (“zero day”) vulnerabilities, such as occurred in early calendar year 2021 with several of our Exchange Server on-premises products. Vulnerabilities in these or any product can persist even after we have issued security patches if customers have not installed the most recent updates, or if the attackers exploited the vulnerabilities before patching to install additional malware to further compromise customers’ systems. Adversaries will continue to attack customers using our cloud services as customers embrace digital transformation. Adversaries that acquire user account information can use that information to compromise our users’ accounts, including where accounts share the same attributes such as passwords. Inadequate account security practices may also result in unauthorized access, and user activity may result in ransomware or other malicious software impacting a customer’s use of our products or services. We are increasingly incorporating open source software into our products. There may be vulnerabilities in open source software that may make our products susceptible to cyberattacks.",19,6,285,66.66666666666667,21.05263157894737,285,19,6,66.66666666666667,21.05263157894737,0,0,0,0.0,0.0,1.0,0.0,0.03143078088760376,0.4517660140991211,0.5168031454086304
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,26,"Our customers operate complex IT systems with third-party hardware and software from multiple vendors that may include systems acquired over many years. They expect our products and services to support all these systems and products, including those that no longer incorporate the strongest current security advances or standards. As a result, we may not be able to discontinue support in our services for a product, service, standard, or feature solely because a more secure alternative is available. Failure to utilize the most current security advances and standards can increase our customers’ vulnerability to attack. Further, customers of widely varied size and technical sophistication use our technology, and consequently may have limited capabilities and resources to help them adopt and implement state of the art cybersecurity practices and technologies. In addition, we must account for this wide variation of technical sophistication when defining default settings for our products and services, including security default settings, as these settings may limit or otherwise impact other aspects of IT operations and some customers may have limited capability to review and reset these defaults.",6,7,176,34.09090909090909,39.77272727272727,176,6,7,34.09090909090909,39.77272727272727,0,0,0,0.0,0.0,1.0,0.0,0.021382950246334076,0.7417250871658325,0.2368919998407364
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,27,"Cyberattacks such as Solorigate/Nobelium may adversely impact our customers even if our production services are not directly compromised. We are committed to notifying our customers whose systems have been impacted as we become aware and have actionable information for customers to help protect themselves. We are also committed to providing guidance and support on detection, tracking, and remediation. We may not be able to detect the existence or extent of these attacks for all of our customers or have information on how to detect or track an attack, especially where an attack involves on-premises software such as Exchange Server where we may have no or limited visibility into our customers’ computing environments.",2,3,113,17.699115044247787,26.548672566371682,113,2,3,17.699115044247787,26.548672566371682,0,0,0,0.0,0.0,1.0,0.0,0.03513862192630768,0.1499808430671692,0.8148804903030396
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,28,Development and deployment of defensive measures,1,0,6,166.66666666666666,0.0,0,0,0,0.0,0.0,6,1,0,166.66666666666666,0.0,0.0,0.0,0.06277818977832794,0.017061375081539154,0.9201604723930359
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,29,"To defend against security threats to our internal IT systems, our cloud-based services, and our customers’ systems, we must continuously engineer more secure products and services, enhance security and reliability features, improve the deployment of software updates to address security vulnerabilities in our own products as well as those provided by others, develop mitigation technologies that help to secure customers from attacks even when software updates are not deployed, maintain the digital security infrastructure that protects the integrity of our network, products, and services, and provide security tools such as firewalls, anti-virus software, and advanced security and information about the need to deploy security measures and the impact of doing so. Customers in certain industries such as financial services, health care, and government may have enhanced or specialized requirements to which we must engineer our products and services.",4,1,138,28.985507246376812,7.246376811594203,138,4,1,28.985507246376812,7.246376811594203,0,0,0,0.0,0.0,1.0,0.0,0.4340563416481018,0.012198364362120628,0.5537453293800354
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,30,"The cost of 
measures to protect product
s and
 customer
-
facing services
 could reduce our operating margins. If we fail to do these things well, actual or perceived security vulnerabilities in our products and services
, data corruption issues, or reduced performance
 could harm our reputation and lead customers to reduce or delay future purchases of products or subscriptions to services, or to use competing products or services. Customers may also spend more on protecting their existing computer systems from attack, which could delay adoption of additional products or services. Customers
, and third parties granted access to their systems, 
may fail to update their systems, continue to run software or operating systems we no longer support, or may fail timely to install
 or enable
 security patches
, or may otherwise fail to adopt adequate security practices.
 Any of these could adversely affect our 
reputation and 
revenue. Actual or perceived vulnerabilities may lead to claims against us. 
Our
 license agreements typically contain provisions that eliminate or limit our exposure to liability, 
but 
there is no assurance these provisions will withstand legal challenges. 
At times, to achieve commercial objectives, we may enter into agreements with larger liability exposure
 to customers.",14,12,195,71.7948717948718,61.53846153846154,117,10,9,85.47008547008546,76.92307692307692,62,4,3,64.51612903225806,48.38709677419355,0.5333333333333333,0.06666666666666667,0.013232266530394554,0.8976702094078064,0.0890975072979927
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,31,"Our products operate in conjunction with and are dependent on products and components across a broad ecosystem of third parties. If there is a security vulnerability in one of these components, and if there is a security exploit targeting it, we could face increased costs, liability claims, reduced revenue, or harm to our reputation or competitive position.",4,2,54,74.07407407407408,37.03703703703704,54,4,2,74.07407407407408,37.03703703703704,0,0,0,0.0,0.0,1.0,0.0,0.01141274068504572,0.9599119424819946,0.02867540344595909
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,32,"Disclosure and misuse of personal data could result in liability and harm our reputation.
 As we continue to grow the number, breadth, and scale of our cloud-based offerings, we store and process increasingly large amounts of personal data of our customers and users. The continued occurrence of high-profile data breaches provides evidence of an external environment increasingly hostile to information security. Despite our efforts to improve the security controls across our business groups and geographies, it is possible our security controls over personal data, our training of employees and third parties on data security, and other practices we follow may not prevent the improper disclosure or misuse of customer or user data we or our vendors store and manage. In addition, third parties who have limited access to our customer or user data may use this data in unauthorized ways. Improper disclosure or misuse could harm our reputation, lead to legal exposure to customers or users, or subject us to liability under laws that protect personal data, resulting in increased costs or loss of revenue. Our software products and services also enable our customers and users to store and process personal data on-premises or, increasingly, in a cloud-based environment we host. Government authorities can sometimes require us to produce customer or user data in response to valid legal orders. In the U.S. and elsewhere, we advocate for transparency concerning these requests and appropriate limitations on government authority to compel disclosure. Despite our efforts to protect customer and user data, perceptions that the collection, use, and retention of personal information is not satisfactorily protected could inhibit sales of our products or services and could limit adoption of our cloud-based solutions by consumers, businesses, and government entities. Additional security measures we may take to address customer or user concerns, or constraints on our flexibility to determine where and how to operate datacenters in response to customer or user expectations or governmental rules or actions, may cause higher operating expenses or hinder growth of our products and services.",14,11,333,42.04204204204204,33.033033033033036,313,12,11,38.33865814696485,35.14376996805112,20,2,0,100.0,0.0,0.8333333333333334,0.0,0.02760341577231884,0.5880724191665649,0.38432419300079346
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,33,"We may not be able to protect information in our products and services from use by others
. LinkedIn and other Microsoft products and services contain valuable information and content protected by contractual restrictions or technical measures. In certain cases, we have made commitments to our members and users to limit access to or use of this information. Changes in the law or interpretations of the law may weaken our ability to prevent third parties from scraping or gathering information or content through use of bots or other measures and using it for their own benefit, thus diminishing the value of our products and services.",2,2,104,19.23076923076923,19.23076923076923,104,2,2,19.23076923076923,19.23076923076923,0,0,0,0.0,0.0,1.0,0.0,0.014810414984822273,0.9042863845825195,0.08090320229530334
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,34,Abuse of our platforms may harm our reputation or user engagement.,2,1,11,181.8181818181818,90.9090909090909,11,2,1,181.8181818181818,90.9090909090909,0,0,0,0.0,0.0,1.0,0.0,0.011040959507226944,0.9170153737068176,0.07194364815950394
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,35,"Advertising, professional, marketplace, and gaming platform abuses",1,0,7,142.85714285714286,0.0,0,0,0,0.0,0.0,7,1,0,142.85714285714286,0.0,0.0,0.0,0.02844490110874176,0.02468300238251686,0.9468721151351929
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,36,"For platform products and services that provide content or host ads that come from or can be influenced by third parties, including GitHub, LinkedIn, Microsoft Advertising, Microsoft News, Microsoft Store, Bing, and Xbox, our reputation or user engagement may be negatively affected by activity that is hostile or inappropriate. This activity may come from users impersonating other people or organizations, dissemination of information that may be viewed as misleading or intended to manipulate the opinions of our users, or the use of our products or services that violates our terms of service or otherwise for objectionable or illegal ends. Preventing or responding to these actions may require us to make substantial investments in people and technology and these investments may not be successful, adversely affecting our business and consolidated financial statements.",10,5,131,76.33587786259542,38.16793893129771,131,10,5,76.33587786259542,38.16793893129771,0,0,0,0.0,0.0,1.0,0.0,0.017945880070328712,0.7230009436607361,0.25905317068099976
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,37,"Our hosted consumer services as well as our enterprise services may be used to disseminate harmful or illegal content in violation of our terms or applicable law. We may not proactively discover such content due to scale, the limitations of existing technologies, and conflicting legal frameworks. When discovered by users, such content may negatively affect our reputation, our brands, and user engagement. Regulations and other initiatives to make platforms responsible for preventing or eliminating harmful content online have been enacted, and we expect this to continue. We may be subject to enhanced regulatory oversight, civil or criminal liability, or reputational damage if we fail to comply with content moderation regulations, adversely affecting our business and consolidated financial statements.",12,4,118,101.69491525423729,33.898305084745765,118,12,4,101.69491525423729,33.898305084745765,0,0,0,0.0,0.0,1.0,0.0,0.02154717594385147,0.6570578217506409,0.32139500975608826
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,38,"The development of the IoT presents security, privacy, and execution risks. 
To support the growth of the intelligent cloud and the intelligent edge, we are developing products, services, and technologies to power the IoT. The IoT’s great potential also carries substantial risks. IoT products and services may contain defects in design, manufacture, or operation that make them insecure or ineffective for their intended purposes. An IoT solution has multiple layers of hardware, sensors, processors, software, and firmware, several of which we may not develop or control. Each layer, including the weakest layer, can impact the security of the whole system. Many IoT devices have limited interfaces and ability to be updated or patched. IoT solutions may collect large amounts of data, and our handling of IoT data may not satisfy customers or regulatory requirements. IoT scenarios may increasingly affect personal health and safety. If IoT solutions that include our technologies do not work as intended, violate the law, or harm individuals or businesses, we may be subject to legal claims or enforcement actions. These risks, if realized, may increase our costs, damage our reputation or brands, or negatively impact our revenues or margins.",9,10,193,46.63212435233161,51.81347150259067,116,5,6,43.10344827586207,51.724137931034484,77,4,4,51.94805194805195,51.94805194805195,0.45454545454545453,0.0,0.015082783065736294,0.7938145399093628,0.19110265374183655
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,39,"Issues in the development and use of AI may result in reputational harm or liability
. We are building AI into many of our offerings, including our productivity services, and we are also making AI available for our customers to use in solutions that they build. 
This AI may be developed by Microsoft or others. 
We expect these elements of our business to grow. We envision a future in which AI operating in our devices, applications, and the cloud helps our customers be more productive in their work and personal lives. As with many innovations, AI presents risks and challenges that could affect its adoption, and therefore our business. AI algorithms may be flawed. Datasets may be insufficient or contain biased information.
 Content generated by AI systems may be offensive, illegal, or otherwise harmful. 
Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals or society. These deficiencies and other failures of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (“EU”), and brand or reputational harm. Some AI scenarios present ethical issues 
or may have broad impacts on society.
 If we enable or offer AI solutions that have unintended consequences or are controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, we may experience brand or reputational harm.",18,11,250,72.0,44.0,197,13,6,65.98984771573605,30.456852791878173,53,5,5,94.33962264150944,94.33962264150944,0.5714285714285714,0.0,0.03590645268559456,0.2785766124725342,0.6855169534683228
